"ID"	"Year"	"Stand"	"PlotID"	"Plot"	"Subplot"	"TreeNo"	"TreeNoOld"	"DBH"	"LLB"	"LLW"	"TotHt"	"Ht_Meas?"	"CB_Meas?"	"Status"	"Notes"
848.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	9.00	9.00	12.95	12.00	"12.00"	15.17	""	"MEAS"	1.00	""
849.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	10.00	10.00	13.71	12.47	"12.48"	16.04	""	"MEAS"	1.00	""
850.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	11.00	11.00	10.92	11.73	"11.74"	14.83	""	"MEAS"	1.00	""
851.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	12.00	12.00	11.93	11.17	"11.18"	14.36	""	"MEAS"	1.00	""
852.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	13.00	13.00	8.63	11.13	"11.14"	13.82	""	"MEAS"	1.00	""
853.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	14.00	14.00	7.62	11.09	"11.10"	13.62	""	"MEAS"	1.00	""
854.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	15.00	15.00	11.43	12.49	"12.50"	13.93	""	"MEAS"	1.00	""
855.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	16.00	16.00	14.22	12.53	"12.54"	15.84	""	"MEAS"	1.00	""
856.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	17.00	17.00	8.38	11.35	"11.35"	15.22	""	"MEAS"	1.00	""
857.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	18.00	18.00	17.78	11.43	"11.44"	17.08	""	"MEAS"	1.00	""
858.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	19.00	19.00	9.39	12.41	"12.42"	14.87	""	"MEAS"	1.00	""
859.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	20.00	20.00	13.97	12.79	"12.80"	15.40	""	"MEAS"	1.00	""
860.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	21.00	21.00	13.46	11.16	"11.16"	14.55	""	"MEAS"	1.00	""
861.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	22.00	22.00	10.92	11.17	"11.18"	14.21	""	"MEAS"	1.00	""
862.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	23.00	23.00	15.49	11.12	"11.13"	14.78	""	"MEAS"	1.00	""
863.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	24.00	24.00	8.38	11.12	"11.13"	13.77	""	"MEAS"	1.00	""
864.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	25.00	25.00	12.95	11.17	"11.17"	14.49	""	"MEAS"	1.00	""
865.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	26.00	26.00	10.66	10.08	"10.08"	13.13	""	"MEAS"	1.00	""
866.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	27.00	27.00	11.17	10.67	"10.67"	15.00	""	"MEAS"	1.00	""
867.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	28.00	28.00	13.46	12.01	"12.02"	15.62	""	"MEAS"	1.00	""
868.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	29.00	29.00	6.60	10.47	"10.47"	11.98	""	"MEAS"	1.00	""
869.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	30.00	30.00	7.36	11.08	"11.08"	13.56	""	"MEAS"	1.00	""
870.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	31.00	31.00	10.92	12.38	"12.38"	15.19	""	"MEAS"	1.00	""
871.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	32.00	32.00	10.66	11.47	"11.48"	14.11	""	"MEAS"	1.00	""
872.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	33.00	33.00	14.22	12.81	"12.81"	16.18	""	"MEAS"	1.00	""
873.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	34.00	34.00	7.62	11.25	"11.26"	13.32	""	"MEAS"	1.00	""
874.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	35.00	35.00	12.95	9.23	"9.24"	12.68	""	"MEAS"	1.00	""
875.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	36.00	36.00	10.92	9.39	"9.39"	13.82	""	"MEAS"	1.00	""
876.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	37.00	37.00	13.20	13.21	"13.22"	16.72	""	"MEAS"	1.00	""
877.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	38.00	38.00	13.97	11.38	"11.39"	14.77	""	"MEAS"	1.00	""
878.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	39.00	39.00	13.97	12.45	"12.46"	15.83	""	"MEAS"	1.00	""
879.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	40.00	40.00	12.44	11.57	"11.58"	15.24	""	"MEAS"	1.00	""
880.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	41.00	41.00	12.19	10.81	"10.82"	14.18	""	"MEAS"	1.00	""
881.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	42.00	42.00	12.19	9.23	"9.24"	11.94	""	"MEAS"	1.00	""
882.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	43.00	43.00	10.92	10.73	"10.74"	12.90	""	"MEAS"	1.00	""
883.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	44.00	44.00	17.01	13.21	"13.22"	16.51	""	"MEAS"	1.00	""
884.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	45.00	45.00	8.12	11.11	"11.12"	13.72	""	"MEAS"	1.00	""
885.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	46.00	46.00	9.65	11.18	"11.19"	13.50	""	"MEAS"	1.00	""
886.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	47.00	47.00	9.14	9.17	"9.17"	10.76	""	"MEAS"	1.00	""
887.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	48.00	48.00	16.76	12.35	"12.35"	15.22	""	"MEAS"	1.00	""
888.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	49.00	49.00	8.38	10.05	"10.06"	13.77	""	"MEAS"	1.00	""
889.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	50.00	50.00	11.17	11.60	"11.61"	15.47	""	"MEAS"	1.00	""
890.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	51.00	51.00	18.54	10.06	"10.06"	16.51	""	"MEAS"	1.00	""
891.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	52.00	52.00	7.87	11.77	"11.77"	13.70	""	"MEAS"	1.00	""
892.00	1992.00	"Thinning"	4.00	"HD2"	"HD2"	53.00	53.00	8.12	9.35	"9.36"	13.05	""	"MEAS"	1.00	""
893.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	1.00	1.00					""	"MEAS"	0.00	""
894.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	2.00	2.00	22.86	12.44	"12.44"	18.09	""	"MEAS"	1.00	""
895.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	3.00	3.00	10.16	11.43	"11.43"	13.68	""	"MEAS"	1.00	""
896.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	4.00	4.00	12.19	10.73	"10.73"	13.59	""	"MEAS"	1.00	""
897.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	5.00	5.00	17.78	12.70	"12.70"	16.26	""	"MEAS"	1.00	""
898.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	6.00	6.00	14.98	12.02	"12.03"	13.58	""	"MEAS"	1.00	""
899.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	7.00	7.00	12.44	12.65	"12.65"	15.84	""	"MEAS"	1.00	""
900.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	8.00	8.00	17.27	12.62	"12.62"	18.55	""	"MEAS"	1.00	""
901.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	9.00	9.00	13.20	12.57	"12.58"	15.98	""	"MEAS"	1.00	""
902.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	10.00	10.00	14.47	12.57	"12.58"	16.29	""	"MEAS"	1.00	""
903.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	11.00	11.00	11.68	12.54	"12.55"	15.51	""	"MEAS"	1.00	""
904.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	12.00	12.00	11.93	11.60	"11.60"	14.77	""	"MEAS"	1.00	""
905.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	13.00	13.00					""	"MEAS"	0.00	""
906.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	14.00	14.00					""	"MEAS"	0.00	""
907.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	15.00	15.00	11.68	11.79	"11.80"	15.16	""	"MEAS"	1.00	""
908.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	16.00	16.00	15.24	13.17	"13.17"	17.00	""	"MEAS"	1.00	""
909.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	17.00	17.00					""	"MEAS"	0.00	""
910.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	18.00	18.00	19.55	12.71	"12.71"	17.32	""	"MEAS"	1.00	""
911.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	19.00	19.00					""	"MEAS"	0.00	""
912.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	20.00	20.00	14.47	12.69	"12.70"	15.49	""	"MEAS"	1.00	""
913.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	21.00	21.00	14.22	9.34	"9.34"	16.12	""	"MEAS"	1.00	""
914.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	22.00	22.00	12.19	11.02	"11.02"	13.74	""	"MEAS"	1.00	""
915.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	23.00	23.00	17.27	10.54	"10.54"	16.51	""	"MEAS"	1.00	""
916.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	24.00	24.00					""	"MEAS"	0.00	""
917.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	25.00	25.00	13.71	12.61	"12.61"	15.43	""	"MEAS"	1.00	""
918.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	26.00	26.00	10.92	12.31	"12.32"	12.90	""	"MEAS"	1.00	""
919.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	27.00	27.00	11.68	12.24	"12.24"	16.34	""	"MEAS"	1.00	""
920.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	28.00	28.00	14.22	12.68	"12.68"	17.06	""	"MEAS"	1.00	""
921.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	29.00	29.00					""	"MEAS"	0.00	""
922.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	30.00	30.00					""	"MEAS"	0.00	""
923.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	31.00	31.00	11.43	12.96	"12.96"	14.68	""	"MEAS"	1.00	""
924.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	32.00	32.00	10.92	12.38	"12.38"	14.71	""	"MEAS"	1.00	""
925.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	33.00	33.00	15.74	12.17	"12.17"	16.96	""	"MEAS"	1.00	""
926.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	34.00	34.00					""	"MEAS"	0.00	""
927.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	35.00	35.00	13.97	12.13	"12.13"	13.51	""	"MEAS"	1.00	""
928.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	36.00	36.00	11.17	12.28	"12.28"	16.95	""	"MEAS"	1.00	""
929.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	37.00	37.00	13.97	12.57	"12.58"	17.90	""	"MEAS"	1.00	""
930.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	38.00	38.00	15.24	12.62	"12.63"	15.58	""	"MEAS"	1.00	""
931.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	39.00	39.00	14.47	12.51	"12.51"	17.46	""	"MEAS"	1.00	""
932.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	40.00	40.00					""	"MEAS"	0.00	""
933.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	41.00	41.00	12.95	12.68	"12.68"	15.06	""	"MEAS"	1.00	""
934.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	42.00	42.00	12.44	11.37	"11.37"	13.87	""	"MEAS"	1.00	""
935.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	43.00	43.00	11.43	9.95	"9.95"	12.91	""	"MEAS"	1.00	""
936.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	44.00	44.00	19.05	13.33	"13.33"	17.42	""	"MEAS"	1.00	""
937.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	45.00	45.00					""	"MEAS"	0.00	""
938.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	46.00	46.00					""	"MEAS"	0.00	""
939.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	47.00	47.00					""	"MEAS"	0.00	""
940.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	48.00	48.00	17.52	11.87	"11.87"	17.88	""	"MEAS"	1.00	""
941.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	49.00	49.00					""	"MEAS"	0.00	""
942.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	50.00	50.00	11.43	11.63	"11.63"	15.68	""	"MEAS"	1.00	""
943.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	51.00	51.00	20.82	13.07	"13.07"	18.84	""	"MEAS"	1.00	""
944.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	52.00	52.00					""	"MEAS"	0.00	""
945.00	1999.00	"Thinning"	4.00	"HD2"	"HD2"	53.00	53.00					""	"MEAS"	0.00	""
946.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	1.00	1.00					""	"MEAS"	0.00	""
947.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	2.00	2.00	23.36	12.22	"13.29"	19.93	""	"MEAS"	1.00	""
948.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	3.00	3.00					""	"MEAS"	0.00	""
949.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	4.00	4.00	12.19	10.57	"11.59"	13.83	""	"MEAS"	1.00	""
950.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	5.00	5.00	18.54	12.37	"12.96"	17.86	""	"MEAS"	1.00	""
951.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	6.00	6.00					""	"MEAS"	0.00	""
952.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	7.00	7.00	12.44	14.69	"14.70"	16.14	""	"MEAS"	1.00	""
953.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	8.00	8.00	17.27	12.86	"13.78"	19.75	""	"MEAS"	1.00	""
954.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	9.00	9.00	13.20	12.86	"13.78"	17.40	""	"MEAS"	1.00	""
955.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	10.00	10.00	14.47	13.87	"13.87"	16.78	""	"MEAS"	1.00	""
956.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	11.00	11.00	11.93	12.19	"12.20"	15.73	""	"MEAS"	1.00	""
957.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	12.00	12.00	11.93	11.61	"11.62"	15.30	""	"MEAS"	1.00	""
958.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	13.00	13.00					""	"MEAS"	0.00	""
959.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	14.00	14.00					""	"MEAS"	0.00	""
960.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	15.00	15.00	11.68	11.40	"12.13"	15.39	""	"MEAS"	1.00	""
961.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	16.00	16.00	15.74	12.80	"12.80"	18.17	""	"MEAS"	1.00	""
962.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	17.00	17.00					""	"MEAS"	0.00	""
963.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	18.00	18.00	20.32	13.56	"13.57"	18.78	""	"MEAS"	1.00	""
964.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	19.00	19.00					""	"MEAS"	0.00	""
965.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	20.00	20.00	14.47	13.71	"13.72"	17.80	""	"MEAS"	1.00	""
966.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	21.00	21.00	14.22	13.14	"13.69"	16.67	""	"MEAS"	1.00	""
967.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	22.00	22.00					""	"MEAS"	0.00	""
968.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	23.00	23.00	18.03	11.82	"12.50"	18.04	""	"MEAS"	1.00	""
969.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	24.00	24.00					""	"MEAS"	0.00	""
970.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	25.00	25.00	14.22	13.23	"13.23"	17.77	""	"MEAS"	1.00	""
971.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	26.00	26.00	10.92	12.28	"12.29"	13.29	""	"MEAS"	1.00	""
972.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	27.00	27.00	11.93	13.75	"13.75"	16.92	""	"MEAS"	1.00	""
973.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	28.00	28.00	14.22	13.26	"13.26"	17.68	""	"MEAS"	1.00	""
974.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	29.00	29.00					""	"MEAS"	0.00	""
975.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	30.00	30.00					""	"MEAS"	0.00	""
976.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	31.00	31.00	11.43	12.98	"13.57"	15.94	""	"MEAS"	1.00	""
977.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	32.00	32.00	10.92	12.95	"12.96"	14.96	""	"MEAS"	1.00	""
978.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	33.00	33.00	16.25	14.96	"14.97"	19.02	""	"MEAS"	1.00	""
979.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	34.00	34.00					""	"MEAS"	0.00	""
980.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	35.00	35.00	14.22	11.89	"12.20"	14.35	""	"MEAS"	1.00	""
981.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	36.00	36.00	11.17	14.42	"14.94"	18.29	""	"MEAS"	1.00	""
982.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	37.00	37.00	14.22	13.71	"14.33"	18.41	""	"MEAS"	1.00	""
983.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	38.00	38.00	15.74	13.75	"13.75"	17.92	""	"MEAS"	1.00	""
984.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	39.00	39.00	14.47	12.19	"13.96"	18.17	""	"MEAS"	1.00	""
985.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	40.00	40.00					""	"MEAS"	0.00	""
986.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	41.00	41.00	12.95	13.23	"13.23"	15.42	""	"MEAS"	1.00	""
987.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	42.00	42.00	12.44	11.64	"12.53"	14.05	""	"MEAS"	1.00	""
988.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	43.00	43.00	11.43	10.67	"10.67"	12.92	""	"MEAS"	1.00	""
989.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	44.00	44.00	19.55	13.20	"13.20"	18.41	""	"MEAS"	1.00	""
990.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	45.00	45.00					""	"MEAS"	0.00	""
991.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	46.00	46.00					""	"MEAS"	0.00	""
992.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	47.00	47.00					""	"MEAS"	0.00	""
993.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	48.00	48.00	17.52	13.32	"13.90"	19.02	""	"MEAS"	1.00	""
994.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	49.00	49.00					""	"MEAS"	0.00	""
995.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	50.00	50.00	11.93	12.65	"13.84"	17.89	""	"MEAS"	1.00	""
996.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	51.00	51.00	22.35	12.98	"13.72"	20.33	""	"MEAS"	1.00	""
997.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	52.00	52.00					""	"MEAS"	0.00	""
998.00	2001.00	"Thinning"	4.00	"HD2"	"HD2"	53.00	53.00					""	"MEAS"	0.00	""
999.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	1.00	1.00					""	"MEAS"	0.00	""
1000.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	2.00	2.00	24.89	13.26	"13.26"	20.33	""	"MEAS"	1.00	""
1001.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	3.00	3.00					""	"MEAS"	0.00	""
1002.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	4.00	4.00	12.19	12.25	"12.26"	14.23	""	"MEAS"	1.00	""
1003.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	5.00	5.00	20.32	13.04	"13.05"	18.59	""	"MEAS"	1.00	""
1004.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	6.00	6.00					""	"MEAS"	0.00	""
1005.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	7.00	7.00					""	"MEAS"	0.00	""
1006.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	8.00	8.00	17.78	14.63	"14.63"	18.41	""	"MEAS"	1.00	""
1007.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	9.00	9.00	13.46	13.81	"13.81"	17.07	""	"MEAS"	1.00	""
1008.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	10.00	10.00	14.47	14.81	"14.82"	17.59	""	"MEAS"	1.00	""
1009.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	11.00	11.00	12.44	13.01	"13.02"	16.06	""	"MEAS"	1.00	""
1010.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	12.00	12.00	12.19	12.53	"13.32"	16.06	""	"MEAS"	1.00	""
1011.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	13.00	13.00					""	"MEAS"	0.00	""
1012.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	14.00	14.00					""	"MEAS"	0.00	""
1013.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	15.00	15.00	11.93	11.28	"12.07"	15.64	""	"MEAS"	1.00	""
1014.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	16.00	16.00	17.01	14.39	"14.39"	18.59	""	"MEAS"	1.00	""
1015.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	17.00	17.00					""	"MEAS"	0.00	""
1016.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	18.00	18.00	21.59	13.23	"13.23"	18.47	""	"MEAS"	1.00	""
1017.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	19.00	19.00					""	"MEAS"	0.00	""
1018.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	20.00	20.00	14.98	13.93	"13.93"	17.77	""	"MEAS"	1.00	""
1019.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	21.00	21.00	14.47	13.81	"13.81"	16.67	""	"MEAS"	1.00	""
1020.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	22.00	22.00					""	"MEAS"	0.00	""
1021.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	23.00	23.00	20.06	14.14	"14.15"	18.65	""	"MEAS"	1.00	""
1022.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	24.00	24.00					""	"MEAS"	0.00	""
1023.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	25.00	25.00	15.49	12.83	"12.84"	18.20	""	"MEAS"	1.00	""
1024.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	26.00	26.00				13.29	""	"MEAS"	0.00	""
1025.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	27.00	27.00	12.19	13.78	"13.78"	17.62	""	"MEAS"	1.00	""
1026.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	28.00	28.00	14.73	13.68	"14.02"	17.07	""	"MEAS"	1.00	""
1027.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	29.00	29.00					""	"MEAS"	0.00	""
1028.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	30.00	30.00					""	"MEAS"	0.00	""
1029.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	31.00	31.00	11.68	13.87	"14.30"	16.70	""	"MEAS"	1.00	""
1030.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	32.00	32.00				14.96	""	"MEAS"	0.00	""
1031.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	33.00	33.00	17.78	13.96	"14.21"	18.59	""	"MEAS"	1.00	""
1032.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	34.00	34.00					""	"MEAS"	0.00	""
1033.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	35.00	35.00	14.73	11.92	"12.90"	16.31	""	"MEAS"	1.00	""
1034.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	36.00	36.00	11.43	15.06	"15.06"	18.23	""	"MEAS"	1.00	""
1035.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	37.00	37.00	15.49	14.23	"14.24"	17.77	""	"MEAS"	1.00	""
1036.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	38.00	38.00	16.76	14.08	"14.88"	17.50	""	"MEAS"	1.00	""
1037.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	39.00	39.00	14.98	13.35	"13.69"	16.92	""	"MEAS"	1.00	""
1038.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	40.00	40.00					""	"MEAS"	0.00	""
1039.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	41.00	41.00	12.95	14.14	"14.15"	16.06	""	"MEAS"	1.00	""
1040.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	42.00	42.00				14.05	""	"MEAS"	0.00	""
1041.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	43.00	43.00				12.92	""	"MEAS"	0.00	""
1042.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	44.00	44.00	20.82	13.47	"13.48"	19.05	""	"MEAS"	1.00	""
1043.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	45.00	45.00					""	"MEAS"	0.00	""
1044.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	46.00	46.00					""	"MEAS"	0.00	""
1045.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	47.00	47.00					""	"MEAS"	0.00	""
1046.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	48.00	48.00	17.78	13.68	"13.69"	14.60	""	"MEAS"	1.00	""
1047.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	49.00	49.00					""	"MEAS"	0.00	""
1048.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	50.00	50.00	12.44	11.34	"13.72"	17.77	""	"MEAS"	1.00	""
1049.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	51.00	51.00	24.38	13.87	"14.09"	20.73	""	"MEAS"	1.00	""
1050.00	2006.00	"Thinning"	4.00	"HD2"	"HD2"	52.00	52.00					""	"MEAS"	0.00	""
